City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Iqaluit,CA,63.7506,-68.5145,33.53,74,90,8.01,overcast clouds
347,Remetea,RO,46.7833,25.45,35.42,66,0,2.3,clear sky
348,Eyl,SO,7.9803,49.8164,77.97,77,68,5.86,broken clouds
349,Bayanday,RU,53.0661,105.5139,33.75,74,96,3.27,overcast clouds
350,Bambanglipuro,ID,-7.95,110.2833,78.28,77,94,3.94,overcast clouds
351,Rosarito,MX,32.3333,-117.0333,68.25,71,82,10.42,broken clouds
352,Nizwa,OM,22.9333,57.5333,79.81,39,0,5.01,clear sky
353,Bakchar,RU,57.0186,82.0711,38.57,85,100,3.71,overcast clouds
354,Valdemarpils,LV,57.3707,22.5919,49.42,79,100,10.65,overcast clouds
355,Luang Prabang,LA,19.8856,102.1347,68.16,99,40,0.63,scattered clouds
356,Kenai,US,60.5544,-151.2583,41.14,92,90,0.0,overcast clouds
357,Mumford,GH,5.2618,-0.759,79.68,86,75,14.12,light rain
358,Chumikan,RU,54.7183,135.315,36.63,82,100,13.06,overcast clouds
359,La Ronge,CA,55.1001,-105.2842,39.45,75,90,19.57,overcast clouds
360,Kaeo,NZ,-35.1,173.7833,64.33,94,28,2.89,scattered clouds
361,Mikhaylovskoye,RU,51.8239,79.7172,43.41,49,99,8.14,overcast clouds
362,Khatanga,RU,71.9667,102.5,5.9,96,100,8.08,light snow
363,Bahia Blanca,AR,-38.7196,-62.2724,73.71,26,54,9.55,broken clouds
364,Portland,US,45.5234,-122.6762,57.36,82,90,4.0,light rain
365,Kodiak,US,57.79,-152.4072,40.59,89,100,9.08,overcast clouds
366,Kahului,US,20.8947,-156.47,82.98,68,20,13.8,few clouds
367,Salamanca,ES,40.8333,-6.0,45.0,60,36,3.69,scattered clouds
368,Banjar,ID,-8.19,114.9675,76.91,91,92,4.74,overcast clouds
369,Plouzane,FR,48.3833,-4.6167,55.58,94,0,10.36,clear sky
370,Pasni,PK,25.2631,63.471,76.78,60,0,1.36,clear sky
371,Contamana,PE,-7.3333,-75.0167,72.59,99,100,6.69,heavy intensity rain
372,Husavik,IS,66.0449,-17.3389,31.91,79,90,6.89,overcast clouds
373,Yuli,NG,9.6989,10.2744,82.27,59,93,4.99,overcast clouds
374,Millau,FR,44.0833,2.9167,51.93,95,100,3.04,overcast clouds
375,Mabua,PH,9.8089,125.4422,78.73,86,100,3.13,overcast clouds
376,Alofi,NU,-19.0595,-169.9187,77.14,71,39,15.93,scattered clouds
377,Salinas,US,36.6777,-121.6555,65.7,63,75,12.66,broken clouds
378,Boulder City,US,35.9786,-114.8325,78.55,29,1,29.93,haze
379,Thinadhoo,MV,0.5333,72.9333,83.52,71,97,16.31,overcast clouds
380,Lavrentiya,RU,65.5833,-171.0,17.47,78,100,10.09,overcast clouds
381,Chernyshkovskiy,RU,48.4219,42.2308,28.15,81,11,5.7,few clouds
382,Fairbanks,US,64.8378,-147.7164,28.6,92,90,0.0,overcast clouds
383,Tromso,NO,69.6496,18.957,28.38,93,0,4.61,clear sky
384,Kelvington,CA,52.1667,-103.5343,44.26,60,100,23.64,overcast clouds
385,Mombetsu,JP,44.3525,143.3525,46.83,71,100,5.12,overcast clouds
386,Nabire,ID,-3.3667,135.4833,75.33,92,100,2.95,overcast clouds
387,Diapaga,BF,12.0708,1.7889,82.54,41,25,3.47,scattered clouds
388,Batagay-Alyta,RU,67.8006,130.4114,2.93,90,100,2.82,overcast clouds
389,Surab,PK,28.4914,66.2585,52.39,32,3,4.25,clear sky
390,Huarmey,PE,-10.0681,-78.1522,68.0,72,12,10.42,few clouds
391,Ust-Kan,RU,50.9276,84.761,34.97,78,30,3.71,scattered clouds
392,Mahebourg,MU,-20.4081,57.7,73.69,78,40,11.5,light rain
393,Luderitz,NA,-26.6481,15.1594,57.58,87,5,3.85,clear sky
394,Ponta Delgada,PT,37.7333,-25.6667,68.72,73,20,4.61,few clouds
395,Bonthe,SL,7.5264,-12.505,79.27,82,92,6.4,overcast clouds
396,Kodinsk,RU,58.6881,99.1844,42.85,73,82,18.68,broken clouds
397,Dunedin,NZ,-45.8742,170.5036,56.8,94,100,3.0,light rain
398,Srednekolymsk,RU,67.45,153.6833,-7.26,98,86,4.76,overcast clouds
399,Bogovarovo,RU,58.9785,47.0246,29.21,93,100,8.81,snow
400,Soyo,AO,-6.1349,12.3689,76.86,83,83,4.63,broken clouds
401,Tautira,PF,-17.7333,-149.15,80.62,75,91,3.91,light rain
402,Juneau,US,58.3019,-134.4197,43.84,88,100,3.49,overcast clouds
403,Romanovo,RU,52.6182,81.2271,42.53,51,91,8.55,overcast clouds
404,Alcudia,ES,39.8532,3.1214,69.19,73,95,5.39,overcast clouds
405,Ndele,CF,8.4109,20.6473,74.93,87,88,1.83,overcast clouds
406,Longjiang,CN,47.3303,123.1836,41.94,57,80,9.31,broken clouds
407,Waingapu,ID,-9.6567,120.2641,79.09,82,72,3.11,broken clouds
408,San Cristobal,VE,7.7669,-72.225,77.18,83,85,2.86,overcast clouds
409,Souillac,MU,-20.5167,57.5167,73.78,78,40,11.5,light rain
410,Kusa,RU,55.3383,59.4406,28.54,86,100,12.39,light snow
411,Whitefish,US,48.4111,-114.3376,48.88,82,1,9.22,clear sky
412,Cascais,PT,38.6979,-9.4215,63.46,71,20,10.0,few clouds
413,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.59,78,82,2.82,broken clouds
414,Pevek,RU,69.7008,170.3133,-1.08,96,100,4.03,overcast clouds
415,Pandan,PH,14.0453,124.1694,79.97,86,95,10.49,overcast clouds
416,Tezu,IN,27.9167,96.1667,67.17,70,1,3.53,clear sky
417,Ciudad Del Maiz,MX,22.4,-99.6,75.9,47,100,5.06,overcast clouds
418,Shenjiamen,CN,29.9576,122.298,64.13,65,71,4.0,broken clouds
419,Kavieng,PG,-2.5744,150.7967,81.99,72,98,3.38,overcast clouds
420,Jalu,LY,29.0331,21.5482,76.59,31,42,11.72,scattered clouds
421,Jumla,NP,29.2747,82.1838,43.48,85,4,3.83,clear sky
422,Tricase,IT,39.9304,18.3553,62.31,66,99,14.34,overcast clouds
423,Stevenage,GB,51.9022,-0.2026,50.79,90,48,1.99,scattered clouds
424,Rayong,TH,12.8333,101.4333,78.8,99,70,5.03,broken clouds
425,Mulanje,MW,-16.0316,35.5,75.04,75,2,8.25,clear sky
426,Raduzhnyy,RU,62.0961,77.475,27.99,74,100,8.66,overcast clouds
427,Ixtapa,MX,20.7,-105.2,84.22,75,100,4.0,overcast clouds
428,Grindavik,IS,63.8424,-22.4338,37.9,87,75,5.75,broken clouds
429,Half Moon Bay,US,37.4636,-122.4286,66.22,70,1,3.0,haze
430,Fayaoue,NC,-20.65,166.5333,74.77,72,1,16.02,clear sky
431,Gimli,CA,50.6336,-96.9907,49.42,61,35,17.27,scattered clouds
432,Progreso,MX,21.2833,-89.6667,95.11,71,80,12.35,broken clouds
433,Broome,US,42.2506,-75.833,69.93,63,28,1.99,scattered clouds
434,Nizhniy Baskunchak,RU,48.2198,46.8311,36.12,65,7,9.4,clear sky
435,Bundaberg,AU,-24.85,152.35,73.22,95,100,1.01,light rain
436,Bud,US,39.447,-86.1758,55.04,97,100,11.3,overcast clouds
437,Takhtamygda,RU,54.1,123.5667,30.88,90,88,3.13,overcast clouds
438,Vallenar,CL,-28.5708,-70.7581,76.19,32,0,8.86,clear sky
439,Akureyri,IS,65.6835,-18.0878,31.93,80,0,12.66,clear sky
440,Kholtoson,RU,50.2981,103.3097,29.17,68,33,4.27,scattered clouds
441,Inverness,GB,57.4791,-4.224,46.98,88,20,11.5,few clouds
442,Bondo,CD,3.8146,23.6866,71.71,87,41,1.1,scattered clouds
443,Kilis,TR,36.7161,37.115,62.83,36,81,5.19,broken clouds
444,Benito Juarez,MX,19.385,-99.165,73.0,46,98,8.99,overcast clouds
445,Hokitika,NZ,-42.7167,170.9667,56.12,91,100,3.98,overcast clouds
446,Tshikapa,CD,-6.4167,20.8,71.31,90,96,1.68,overcast clouds
447,Teacapan,MX,22.55,-105.75,84.29,72,13,10.2,few clouds
448,Zhigansk,RU,66.7697,123.3711,22.08,96,100,9.93,light snow
449,Ouahigouya,BF,13.5828,-2.4216,89.2,29,12,7.65,few clouds
450,Ust-Kuyga,RU,70.0167,135.6,0.43,98,100,1.43,overcast clouds
451,Arroyo,ES,41.6096,-4.7969,53.6,69,0,6.91,clear sky
452,Kokopo,PG,-4.352,152.2633,78.31,82,56,4.16,broken clouds
453,Mezen,RU,65.8522,44.24,19.47,98,83,3.71,broken clouds
454,Longyearbyen,SJ,78.2186,15.6401,19.24,63,20,18.41,few clouds
455,Privolzhsk,RU,57.3808,41.2886,35.24,75,100,15.66,light snow
456,Shimoda,JP,34.6667,138.95,60.91,84,100,20.58,overcast clouds
457,Santa Maria,BR,-29.6842,-53.8069,85.3,23,0,9.22,clear sky
458,Superior,US,46.7208,-92.1041,49.82,79,90,13.8,overcast clouds
459,Dongsheng,CN,39.8161,109.9776,39.27,44,94,9.98,overcast clouds
460,Vihari,PK,30.0333,72.35,65.57,49,0,2.1,clear sky
461,Tashtyp,RU,52.7939,89.8983,39.47,80,94,4.23,overcast clouds
462,Teguise,ES,29.0605,-13.564,68.22,78,20,14.97,few clouds
463,Nagaur,IN,27.2,73.7333,71.17,52,0,7.76,clear sky
464,Flinders,AU,-34.5833,150.8552,61.81,79,3,1.01,clear sky
465,Batemans Bay,AU,-35.7167,150.1833,55.2,55,5,2.84,clear sky
466,Lagoa,PT,39.05,-27.9833,67.59,72,3,12.66,clear sky
467,Constitucion,CL,-35.3333,-72.4167,64.26,63,78,20.07,broken clouds
468,Coahuayana,MX,18.7333,-103.6833,85.41,63,100,3.18,overcast clouds
469,Lasem,ID,-6.6922,111.4527,77.56,84,41,5.46,scattered clouds
470,Kargasok,RU,59.0556,80.8572,34.16,78,100,5.53,overcast clouds
471,Imbituba,BR,-28.24,-48.6703,73.29,74,0,14.27,clear sky
472,Porto Novo,BJ,6.4965,2.6036,82.22,87,92,6.71,overcast clouds
473,Caceres,ES,39.522,-6.3748,60.8,48,51,3.4,broken clouds
474,Perelyub,RU,51.8667,50.3667,34.57,69,42,8.77,scattered clouds
475,Sorland,NO,67.667,12.6934,41.07,95,100,17.94,moderate rain
476,Tecoanapa,MX,16.5167,-98.75,84.36,72,39,6.46,scattered clouds
477,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.39,69,75,13.8,broken clouds
478,Asimion,GR,35.05,25.1,61.52,68,100,14.43,overcast clouds
479,Cape Girardeau,US,37.3834,-89.7168,60.28,65,94,18.45,overcast clouds
480,Maracas,BR,-13.4411,-40.4308,68.86,91,100,8.66,overcast clouds
481,Escanaba,US,45.7453,-87.0646,50.95,61,75,8.05,broken clouds
482,Mingaora,PK,34.7758,72.3625,55.15,56,0,5.5,clear sky
483,Metro,ID,-5.1131,105.3067,74.98,93,93,4.41,overcast clouds
484,Iberia,US,29.9502,-91.7507,89.98,62,75,9.22,broken clouds
485,Oriximina,BR,-1.7656,-55.8661,87.98,55,43,3.42,scattered clouds
486,Rio Grande,BR,-32.035,-52.0986,84.31,65,0,10.65,clear sky
487,Parchim,DE,53.4263,11.8488,50.67,72,100,7.61,overcast clouds
488,Tuatapere,NZ,-46.1333,167.6833,56.57,94,81,1.92,broken clouds
489,Le Port,RE,-20.9373,55.2919,73.36,93,17,4.16,few clouds
490,Nome,US,64.5011,-165.4064,26.17,84,55,6.51,broken clouds
491,Pemba,MZ,-12.974,40.5178,77.7,88,75,5.01,broken clouds
492,Ancud,CL,-41.8697,-73.8203,56.73,93,100,13.67,light rain
493,Sayyan,YE,15.1718,44.3244,55.9,25,2,1.81,clear sky
494,Tevaitoa,PF,-16.7833,-151.5,77.77,79,98,2.24,moderate rain
495,Fortuna,US,40.5982,-124.1573,60.98,70,75,1.01,broken clouds
496,Bima,ID,-8.4667,118.7167,76.55,92,100,3.98,overcast clouds
497,Mizdah,LY,31.4451,12.9801,66.7,46,0,7.83,clear sky
498,Adrar,MR,20.5022,-10.0711,85.46,18,80,12.62,broken clouds
499,Yilan,TW,24.757,121.753,73.51,99,100,1.7,overcast clouds
500,Cabo San Lucas,MX,22.8909,-109.9124,91.51,65,0,10.65,clear sky
501,Marsabit,KE,2.3284,37.9899,69.33,70,85,16.67,overcast clouds
502,Mormugao,IN,15.4,73.8,77.72,82,27,10.45,light rain
503,Lang Son,VN,21.8333,106.7333,61.11,87,62,2.82,broken clouds
504,Goderich,CA,43.7501,-81.7165,44.92,87,100,14.97,overcast clouds
505,Itarema,BR,-2.9248,-39.9167,80.35,71,3,16.87,clear sky
506,Kutum,SD,14.2,24.6667,74.71,21,53,8.39,broken clouds
507,Gusau,NG,12.1628,6.6614,82.47,27,22,6.13,few clouds
508,College,US,64.8569,-147.8028,28.58,92,90,0.0,overcast clouds
509,Pathalgaon,IN,22.5667,83.4667,65.37,60,34,5.46,scattered clouds
510,Gogrial,SS,8.5332,28.1004,81.86,55,100,2.42,overcast clouds
511,Varberg,SE,57.1056,12.2508,52.05,93,100,15.46,overcast clouds
512,Kamenka,RU,51.3223,42.7678,28.94,71,24,4.76,few clouds
513,Ambon,ID,-3.6954,128.1814,77.14,88,20,4.61,few clouds
514,Ugoofaaru,MV,5.6667,73.0,81.54,77,87,10.02,moderate rain
515,Namatanai,PG,-3.6667,152.4333,80.65,77,82,3.83,broken clouds
516,Slave Lake,CA,55.2834,-114.769,40.98,100,90,10.36,overcast clouds
517,Bilibino,RU,68.0546,166.4372,-15.72,94,99,2.62,overcast clouds
518,Salmas,IR,38.1973,44.7653,41.99,52,100,2.8,overcast clouds
519,Uyskoye,RU,54.3775,60.0047,33.67,82,73,15.28,broken clouds
520,Salvador,SV,13.8333,-88.9167,79.7,79,41,4.43,scattered clouds
521,Samana,DO,19.2056,-69.3369,80.56,82,12,7.29,few clouds
522,Pierre,US,44.3683,-100.351,53.06,63,99,4.0,overcast clouds
523,Umm Kaddadah,SD,13.6017,26.6876,84.88,19,100,15.86,overcast clouds
524,Tulu Bolo,ET,8.6667,38.2167,53.6,63,19,1.21,few clouds
525,Lincoln,US,40.8,-96.667,57.29,62,1,1.01,clear sky
526,Praya,CV,14.9215,-23.5087,79.34,78,20,19.57,few clouds
527,Orange Walk,BZ,17.8333,-88.8333,89.46,71,74,5.28,broken clouds
528,Takestan,IR,36.0696,49.6959,48.33,84,7,6.46,clear sky
529,Cururupu,BR,-1.8283,-44.8683,80.62,76,46,6.64,scattered clouds
530,New Haven,US,41.4001,-72.9329,69.98,81,75,1.01,broken clouds
531,Seoul,KR,37.5683,126.9778,47.64,93,86,2.3,mist
532,San Patricio,US,28.017,-97.5169,93.29,54,95,11.1,overcast clouds
533,Carutapera,BR,-1.195,-46.02,81.66,76,16,9.86,few clouds
534,Tual,ID,-5.6667,132.75,83.01,75,31,7.63,scattered clouds
535,Saint-Louis,SN,16.3333,-15.0,88.43,32,65,19.48,broken clouds
536,Eregli,TR,37.5133,34.0467,45.54,70,96,2.57,overcast clouds
537,Sobolevo,RU,54.4299,31.8996,33.76,77,68,10.71,broken clouds
538,Vardo,NO,70.3705,31.1107,33.78,75,75,12.66,light rain
539,Zhigalovo,RU,54.8097,105.1578,36.54,81,100,4.65,overcast clouds
540,Ajdabiya,LY,30.7554,20.2263,72.57,80,40,11.27,scattered clouds
541,Rawah,IQ,34.4816,41.9093,69.24,34,2,8.1,clear sky
542,Buritizeiro,BR,-17.3511,-44.9622,81.52,59,100,3.15,overcast clouds
543,Riyadh,SA,24.6877,46.7219,78.94,38,0,8.99,clear sky
544,Belaya Gora,RU,68.5333,146.4167,-8.01,99,86,1.95,overcast clouds
545,Torrington,US,41.8007,-73.1212,67.66,98,100,1.01,overcast clouds
546,Nizhnevartovsk,RU,60.9344,76.5531,26.62,93,75,8.95,broken clouds
547,Amapa,BR,1.0,-52.0,85.14,58,88,4.07,overcast clouds
548,Waipawa,NZ,-41.4122,175.5153,62.29,64,2,6.67,clear sky
549,El Dorado,US,38.7666,-120.5177,55.96,98,96,4.34,overcast clouds
550,Pemangkat,ID,1.1667,108.9667,79.3,83,76,5.3,broken clouds
551,Mitsamiouli,KM,-11.3847,43.2844,79.0,85,16,13.85,few clouds
552,Gotsu,JP,35.0,132.2167,54.81,86,5,4.32,clear sky
553,Isaccea,RO,45.2667,28.4667,37.89,66,0,5.23,clear sky
554,Monrovia,LR,6.3005,-10.7969,78.57,87,100,7.52,moderate rain
555,Deputatskiy,RU,69.3,139.9,-2.63,99,99,0.94,overcast clouds
556,Qaqortoq,GL,60.7167,-46.0333,32.52,43,59,6.8,broken clouds
557,Wahiawa,US,21.5028,-158.0236,80.8,67,90,8.05,overcast clouds
558,Columbia,US,34.0007,-81.0348,80.28,84,90,3.0,overcast clouds
559,Pacific Grove,US,36.6177,-121.9166,65.28,76,75,1.99,broken clouds
560,Falun,SE,60.6036,15.626,48.61,92,100,10.76,overcast clouds
561,Canavieiras,BR,-15.675,-38.9472,76.37,92,100,5.1,overcast clouds
562,Kavaratti,IN,10.5669,72.642,82.06,75,29,14.52,scattered clouds
563,Ahuimanu,US,21.4447,-157.8378,83.79,62,40,12.66,scattered clouds
564,Brae,GB,60.3964,-1.353,49.91,76,100,18.5,overcast clouds
565,Ngaoundere,CM,7.3167,13.5833,66.49,88,98,2.44,overcast clouds
566,Boca Do Acre,BR,-8.7522,-67.3978,72.36,94,100,3.74,overcast clouds
567,The Valley,AI,18.217,-63.0578,86.14,70,40,13.8,scattered clouds
568,Fukuma,JP,33.7667,130.4667,55.4,66,74,7.83,broken clouds
569,Georgiyevka,KZ,43.0369,74.7114,35.64,93,0,4.47,mist
570,Yanam,IN,16.7333,82.2167,75.27,89,99,3.74,overcast clouds
571,Safaga,EG,26.7292,33.9365,73.35,54,0,9.98,clear sky
572,Xam Nua,LA,20.4197,104.0439,56.68,99,20,1.45,few clouds
573,Ouadda,CF,8.0777,22.4007,72.3,80,93,1.25,overcast clouds
574,Tura,IN,25.5198,90.2201,66.0,93,0,2.73,clear sky
575,Angoram,PG,-4.0625,144.0661,74.98,97,91,0.83,light rain
576,Buford,US,34.1207,-84.0043,78.19,73,75,1.99,broken clouds
577,Penzance,GB,50.1186,-5.5371,54.77,84,92,14.18,overcast clouds
578,Balikpapan,ID,-1.2675,116.8289,75.07,90,74,3.29,broken clouds
579,Norrtalje,SE,59.758,18.705,46.33,89,100,6.6,overcast clouds
580,Sur,OM,22.5667,59.5289,80.87,65,0,7.34,clear sky
581,Adre,TD,13.4667,22.2,81.77,21,86,7.83,overcast clouds
582,Palmer,US,42.1584,-72.3287,55.65,84,90,1.01,overcast clouds
583,Le Vauclin,MQ,14.5452,-60.8388,84.33,70,75,19.57,broken clouds
584,Quatre Cocos,MU,-20.2078,57.7625,73.51,77,13,18.03,light rain
585,Aykhal,RU,66.0,111.5,15.58,96,99,12.17,overcast clouds
586,Vila Velha,BR,-20.3297,-40.2925,75.15,73,75,14.97,broken clouds
587,Mao,ES,39.8885,4.2658,61.36,82,0,2.3,clear sky
588,Buluang,PH,13.3068,123.3425,74.68,93,99,3.4,overcast clouds
589,Ucluelet,CA,48.9329,-125.5528,54.09,91,100,3.0,overcast clouds
590,Escada,BR,-8.3592,-35.2236,81.34,80,3,5.99,clear sky
591,Victor Harbor,AU,-35.5667,138.6167,60.89,69,4,10.42,clear sky
592,Tarata,BO,-17.6167,-66.0167,76.42,27,4,11.36,clear sky
593,Kaputa,ZM,-8.4689,29.6619,75.09,63,100,0.69,overcast clouds
594,Den Helder,NL,52.9599,4.7593,55.98,92,75,15.01,mist
595,Solnechnyy,RU,50.7214,136.6319,33.58,79,10,4.29,clear sky
596,Nagato,JP,34.3833,131.2,55.31,79,46,7.7,scattered clouds
597,Juegang,CN,32.3174,121.1855,57.97,74,71,1.16,light rain
598,Nuevo Ideal,MX,24.8875,-105.0728,76.37,25,0,8.55,clear sky
599,Anuradhapura,LK,8.3565,80.4173,73.96,95,71,0.6,broken clouds
600,Roebourne,AU,-20.7833,117.1333,75.02,43,2,10.16,clear sky
601,Birao,CF,10.2849,22.7882,77.81,39,97,3.91,overcast clouds
602,Sapouy,BF,11.5544,-1.7736,79.74,49,92,4.36,overcast clouds
603,Bonfim,BR,3.0833,-59.95,83.55,73,100,8.48,overcast clouds
604,Srandakan,ID,-7.9386,110.2506,78.55,77,98,3.87,overcast clouds
605,Yaan,NG,7.3833,8.5667,78.17,84,100,6.6,overcast clouds
606,Tarko-Sale,RU,64.9225,77.785,20.82,91,88,8.97,overcast clouds
607,Kant,IN,27.8,79.8,69.15,71,0,6.71,clear sky
608,Kalmunai,LK,7.4167,81.8167,78.66,83,97,4.9,light rain
609,Ust-Nera,RU,64.5667,143.2,5.16,99,97,2.66,overcast clouds
610,Corvallis,US,44.5646,-123.262,57.85,87,90,4.0,moderate rain
611,San Quintin,MX,30.4833,-115.95,68.2,67,3,15.46,clear sky
612,Moengo,SR,5.6167,-54.4,78.75,81,98,5.46,heavy intensity rain
613,Briancon,FR,44.9,6.65,45.05,75,4,2.15,clear sky
614,Kanchanaburi,TH,14.6333,99.1,71.26,91,86,2.57,overcast clouds
615,Fiumicino,IT,41.7675,12.2291,64.94,73,0,3.44,clear sky
616,Strezhevoy,RU,60.7333,77.5889,26.58,89,100,8.46,overcast clouds
617,Leirvik,NO,59.7798,5.5005,51.91,82,100,17.43,overcast clouds
618,Whitman,US,46.9166,-117.4844,54.66,41,95,10.11,overcast clouds
619,Aguas Vermelhas,BR,-15.7472,-41.46,70.68,88,100,5.57,overcast clouds
620,Tambura,SS,5.6,27.4667,71.6,84,96,4.25,overcast clouds
621,Lokot,RU,52.565,34.5776,30.45,74,12,6.22,few clouds
622,Nuuk,GL,64.1835,-51.7216,23.88,49,0,15.01,clear sky
623,Holalkere,IN,14.0333,76.1833,71.28,77,80,4.09,broken clouds
624,Hambantota,LK,6.1241,81.1185,78.73,85,99,11.3,heavy intensity rain
625,Pokrovsk,UA,48.282,37.1758,33.15,51,4,4.0,clear sky
626,Cachoeira Do Sul,BR,-30.0392,-52.8939,71.64,63,0,3.62,clear sky
627,Kataysk,RU,56.289,62.5841,32.61,94,99,15.23,light snow
628,Manado,ID,1.487,124.8455,74.17,94,20,1.14,few clouds
629,Ati,TD,13.2154,18.3353,89.98,16,3,9.64,clear sky
630,Ous,RU,60.9058,61.5186,25.54,78,15,7.87,few clouds
631,Hit,IQ,33.6416,42.8251,71.47,29,0,8.3,clear sky
632,Bafq,IR,31.6128,55.4107,61.54,23,0,1.97,clear sky
633,Mazagao,BR,-0.115,-51.2894,91.45,64,46,5.1,light rain
634,Krasnoselkup,RU,65.7,82.4667,13.6,91,81,8.97,broken clouds
635,Barra,BR,-11.0894,-43.1417,84.81,55,66,3.96,broken clouds
636,Kilimatinde,TZ,-5.85,34.95,75.99,44,93,7.23,overcast clouds
637,Chekmagush,RU,55.1319,54.6556,29.01,80,7,10.92,clear sky
638,Albi,FR,43.9298,2.148,57.45,72,100,1.01,overcast clouds
639,Port Hedland,AU,-20.3167,118.5667,73.45,88,0,8.05,clear sky
640,Honiara,SB,-9.4333,159.95,82.04,79,12,4.83,few clouds
641,Luanda,AO,-8.8368,13.2343,76.48,75,100,9.51,overcast clouds
642,Wanning,CN,18.8003,110.3967,71.1,84,100,9.19,overcast clouds
643,Pisco,PE,-13.7,-76.2167,68.05,68,11,17.27,smoke
644,Knysna,ZA,-34.0363,23.0471,59.38,90,46,4.99,scattered clouds
645,Ust-Tsilma,RU,65.441,52.1498,14.83,99,84,2.93,broken clouds
646,Eucaliptus,BO,-17.5833,-67.5167,61.18,7,0,8.63,clear sky
647,Monaco-Ville,FR,43.731,7.4248,64.44,73,75,5.75,broken clouds
648,Gazli,UZ,40.1333,63.45,54.93,31,76,6.82,broken clouds
649,Launceston,AU,-41.45,147.1667,49.64,78,90,4.0,overcast clouds
650,Chemax,MX,20.65,-87.9333,90.37,57,95,2.77,overcast clouds
651,Nicosia,CY,35.1667,33.3667,66.29,63,0,8.05,clear sky
652,Las Vegas,US,36.175,-115.1372,80.38,32,75,11.01,broken clouds
653,Babstovo,RU,48.1167,132.4833,39.36,78,46,4.83,scattered clouds
654,Muroto,JP,33.2833,134.15,63.32,71,0,5.28,clear sky
655,Mareeba,AU,-17.0,145.4333,68.72,96,60,2.62,broken clouds
656,Paarl,ZA,-33.7338,18.9752,63.01,76,12,9.22,few clouds
657,Kangaatsiaq,GL,68.3065,-53.4641,18.32,79,18,10.2,few clouds
658,Bulungu,CD,-4.55,18.6,69.17,98,99,0.69,overcast clouds
659,Gigmoto,PH,13.7796,124.39,80.29,83,99,8.61,overcast clouds
660,Liwale,TZ,-9.7667,37.9333,70.72,85,14,3.27,few clouds
661,Chama,CH,47.1821,8.4636,50.22,88,20,0.0,few clouds
662,Cap Malheureux,MU,-19.9842,57.6142,73.89,80,1,1.01,light rain
663,Bluefield,US,37.2698,-81.2223,61.11,96,90,0.0,moderate rain
664,Macae,BR,-22.3708,-41.7869,71.47,83,90,2.3,overcast clouds
665,Maarianhamina,AX,60.0973,19.9348,46.26,81,20,9.22,few clouds
666,Yoichi,JP,43.2039,140.7703,45.23,75,100,4.63,overcast clouds
667,Pochutla,MX,15.7432,-96.4661,88.83,63,58,8.37,broken clouds
668,Anadyr,RU,64.75,177.4833,3.7,85,40,15.66,scattered clouds
669,Valparaiso,CL,-33.0393,-71.6273,77.23,41,0,23.02,clear sky
670,La Rioja,ES,42.25,-2.5,49.48,66,100,4.94,overcast clouds
671,Danville,US,36.586,-79.395,77.61,70,42,4.0,scattered clouds
672,Korla,CN,41.7597,86.1469,47.1,43,0,2.06,clear sky
673,Sohbatpur,PK,28.5202,68.5434,71.42,44,0,4.12,clear sky
674,Mangrol,IN,21.1167,70.1167,76.57,58,0,9.06,clear sky
675,Camacha,PT,33.0833,-16.3333,65.62,73,75,13.8,broken clouds
676,Gazanjyk,TM,39.2446,55.5154,56.34,79,43,7.83,scattered clouds
677,Pouebo,NC,-20.4,164.5667,74.95,66,4,10.98,clear sky
678,Camopi,GF,3.1655,-52.3158,75.6,98,100,4.38,overcast clouds
679,Fairhaven,US,41.6376,-70.9036,68.97,93,90,6.91,overcast clouds
680,Darhan,MN,49.4867,105.9228,33.48,77,9,8.23,clear sky
681,Douglas,US,41.3,-96.167,57.74,61,1,4.0,clear sky
682,Kajaani,FI,64.2273,27.7285,37.45,100,90,4.61,overcast clouds
683,Tselinnoye,RU,53.0833,85.6667,40.59,64,82,6.31,broken clouds
